GEO_ID,NAME,Estimate!!Total:,Margin of Error!!Total:,Estimate!!Total:!!Male:,Margin of Error!!Total:!!Male:,Estimate!!Total:!!Male:!!Enrolled in school:,Margin of Error!!Total:!!Male:!!Enrolled in school:,"Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:","Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:","Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Public school","Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Public school","Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Private school","Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Private school",Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:!!Public school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:!!Private school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in kindergarten:!!Private school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Public school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Private school,,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Private school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Public school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Private school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Private school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Public school,,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Private school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Private school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Public school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Private school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Private school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Public school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Public school,Estimate!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Private school,Margin of Error!!Total:!!Male:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Private school,Estimate!!Total:!!Male:!!Not enrolled in school,Margin of Error!!Total:!!Male:!!Not enrolled in school,Estimate!!Total:!!Female:,Margin of Error!!Total:!!Female:,Estimate!!Total:!!Female:!!Enrolled in school:,Margin of Error!!Total:!!Female:!!Enrolled in school:,"Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:","Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:","Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Public school","Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Public school","Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Private school","Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in nursery school, preschool:!!Private school",Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in kindergarten:!!Private school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 1 to grade 4:!!Private school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 5 to grade 8:!!Private school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in grade 9 to grade 12:!!Private school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in college undergraduate years:!!Private school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Public school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Public school,Estimate!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Private school,Margin of Error!!Total:!!Female:!!Enrolled in school:!!Enrolled in graduate or professional school:!!Private school,Estimate!!Total:!!Female:!!Not enrolled in school,Margin of Error!!Total:!!Female:!!Not enrolled in school
16037,"Cter County, Idaho",4226,37,2267,123,346,84,28,19,25,18,3,6,20,20,20,20,0,13,79,50,79,50,0,,13,103,71,103,71,0,13,106,73,106,,73,0,13,10,7,9,7,1,2,0,13,0,13,0,13,1921,115,1959,120,334,71,40,26,40,26,0,13,0,13,0,13,0,13,113,61,113,61,0,13,55,34,55,34,0,13,82,33,82,33,0,13,43,58,38,57,5,8,1,2,1,2,0,13,1625,127
16039,"Elmore County, Idaho",26909,129,14107,146,3210,339,105,59,49,41,56,48,242,129,208,124,34,36,810,180,768,166,42,,54,712,204,686,203,26,21,728,163,684,,162,44,47,512,156,381,137,131,83,101,74,60,66,41,37,10897,318,12802,140,3381,371,108,97,71,87,37,39,166,104,166,104,0,24,783,203,727,196,56,51,665,237,470,184,195,149,560,138,494,133,66,54,867,245,587,183,280,172,232,109,167,112,65,38,9421,341
16041,"Franklin County, Idaho",13260,81,6867,115,2192,129,143,74,87,39,56,67,165,116,165,116,0,20,646,122,596,126,50,,44,430,122,409,119,21,25,628,84,582,,106,46,54,162,93,124,91,38,40,18,17,12,15,6,7,4675,125,6393,122,1979,155,93,51,50,39,43,35,64,45,61,45,3,6,438,115,428,116,10,12,526,100,477,97,49,41,590,122,566,124,24,29,230,88,162,75,68,54,38,34,38,34,0,20,4414,176
16043,"Fremont County, Idaho",12945,83,6763,115,1698,119,38,27,33,27,5,8,71,34,65,34,6,8,397,75,381,75,16,,14,388,79,375,77,13,18,432,71,351,,93,81,61,314,96,112,72,202,76,58,38,58,38,0,20,5065,127,6182,115,1640,136,95,47,73,48,22,17,37,26,19,12,18,22,344,81,338,81,6,7,439,91,435,90,4,6,398,52,389,49,9,9,275,91,126,69,149,66,52,43,51,43,1,2,4542,128
16045,"Gem County, Idaho",18234,125,9139,190,2037,329,125,95,39,42,86,85,51,31,44,32,7,11,451,142,416,140,35,,29,607,202,558,201,49,38,512,106,418,,93,94,85,261,166,138,92,123,153,30,38,30,38,0,20,7102,299,9095,178,1921,189,109,72,18,27,91,69,47,39,47,39,0,20,456,114,318,142,138,76,400,120,306,121,94,83,540,119,531,118,9,15,221,100,210,101,11,19,148,100,41,42,107,88,7174,192
16047,"Gooding County, Idaho",14757,105,7533,122,1772,180,125,96,125,96,0,20,56,37,48,35,8,13,650,143,480,115,170,,143,392,131,378,129,14,20,353,114,339,,112,14,16,175,105,173,105,2,4,21,29,19,28,2,4,5761,150,7224,108,2043,155,52,56,40,53,12,19,35,30,35,30,0,20,565,134,475,161,90,61,599,148,441,131,158,96,502,122,402,128,100,78,273,103,241,102,32,22,17,23,17,23,0,20,5181,149
16049,"Idaho County, Idaho",16014,45,8498,95,1769,182,181,64,102,42,79,64,154,48,144,48,10,12,332,77,211,67,121,,84,428,109,304,100,124,80,450,87,423,,89,27,26,181,143,169,140,12,23,43,42,6,8,37,41,6729,192,7516,76,1431,110,63,28,39,26,24,18,108,65,102,65,6,8,385,86,323,83,62,52,320,90,294,92,26,20,364,61,279,92,85,66,133,76,94,58,39,46,58,42,43,32,15,27,6085,126
16051,"Jefferson County, Idaho",29002,145,14624,170,5030,243,138,71,92,65,46,42,498,202,368,190,130,78,1054,226,882,223,172,,98,1228,248,893,231,335,218,1214,168,1029,,170,185,108,701,226,392,189,309,121,197,108,81,69,116,81,9594,225,14378,167,4964,262,327,125,122,73,205,103,193,86,193,86,0,27,1256,182,1128,190,128,95,1256,165,1042,181,214,123,1204,150,1080,125,124,72,577,147,369,114,208,113,151,97,83,78,68,59,9414,230
16053,"Jerome County, Idaho",23042,130,11441,128,2982,188,136,67,110,67,26,27,266,131,244,129,22,28,708,159,637,161,71,,59,965,179,884,181,81,53,622,106,582,,102,40,34,242,115,242,115,0,24,43,46,43,46,0,24,8459,221,11601,120,3686,224,249,130,232,130,17,20,126,73,118,71,8,13,677,167,652,167,25,25,1011,196,939,204,72,64,1038,141,926,155,112,122,521,150,472,161,49,40,64,50,51,45,13,21,7915,199
16055,"Kootenai County, Idaho",162413,438,80412,359,18062,666,1042,256,505,219,537,181,1421,372,1250,378,171,89,4510,476,4023,475,487,,175,4243,543,3367,523,876,370,4120,242,3658,,273,462,162,2371,472,2109,442,262,174,355,161,283,133,72,84,62350,646,82001,403,18795,696,1001,278,465,208,536,210,1230,266,930,237,300,151,3997,422,3323,408,674,296,4533,500,3723,540,810,339,4286,347,3643,322,643,235,3182,468,2652,431,530,187,566,249,414,219,152,102,63206,635
16057,"Latah County, Idaho",38199,158,19549,175,7842,433,125,58,49,39,76,48,175,70,98,44,77,59,971,135,698,138,273,,102,821,143,736,137,85,58,925,159,869,,164,56,46,4003,392,3842,374,161,106,822,248,776,244,46,52,11707,407,18650,193,7265,373,280,169,107,68,173,145,229,105,204,105,25,36,865,133,670,133,195,80,792,170,675,159,117,91,683,95,651,96,32,31,3534,321,3457,327,77,43,882,268,834,257,48,45,11385,371
16059,"Lemhi County, Idaho",7759,43,4084,59,820,103,66,37,50,33,16,23,108,81,108,81,0,18,119,43,83,38,36,,39,198,88,166,90,32,37,202,54,170,,59,32,29,76,43,76,43,0,18,51,54,0,18,51,54,3264,114,3675,62,609,53,18,22,18,22,0,18,19,24,19,24,0,18,126,54,106,56,20,25,189,57,166,65,23,25,140,24,132,27,8,12,108,52,94,51,14,20,9,11,9,11,0,18,3066,69
16061,"Lewis County, Idaho",3461,30,1697,38,343,39,21,9,20,9,1,2,9,7,9,7,0,13,86,28,76,28,10,,11,127,38,104,32,23,19,67,12,54,,14,13,8,26,13,22,11,4,6,7,6,7,6,0,13,1354,31,1764,34,410,39,5,6,3,5,2,3,23,17,23,17,0,13,141,29,106,25,35,17,89,25,63,19,26,19,84,13,81,12,3,4,46,21,29,15,17,16,22,13,18,13,4,5,1354,38
16063,"Lincoln County, Idaho",4975,29,2583,51,630,49,29,17,7,7,22,15,9,7,6,6,3,5,242,56,242,56,0,,18,144,60,142,59,2,4,144,53,141,,53,3,4,34,21,25,18,9,12,28,30,23,29,5,7,1953,59,2392,57,676,64,21,13,9,8,12,10,23,14,23,14,0,18,118,48,118,48,0,18,151,45,144,47,7,7,180,33,175,34,5,7,179,58,165,55,14,14,4,4,4,4,0,18,1716,78
16065,"Madison County, Idaho",47946,193,24625,260,12527,658,670,238,510,225,160,102,319,171,317,171,2,3,1328,277,1283,274,45,,49,1463,243,1360,224,103,99,1843,298,1713,,294,130,122,6635,598,1391,424,5244,720,269,216,90,72,179,203,12098,670,23321,211,11556,678,226,87,137,66,89,66,249,110,237,107,12,20,1191,180,1155,178,36,35,1162,213,1091,205,71,58,1720,248,1678,248,42,41,6756,630,1719,636,5037,736,252,115,208,113,44,45,11765,631
16067,"Minidoka County, Idaho",20382,129,10297,103,2858,144,209,137,99,66,110,119,100,43,100,43,0,24,682,219,662,218,20,,20,894,215,888,214,6,9,665,64,665,,64,0,24,308,110,237,100,71,57,0,24,0,24,0,24,7439,145,10085,113,2724,196,163,101,72,63,91,63,235,89,235,89,0,24,640,145,575,131,65,47,689,166,670,172,19,22,701,121,677,120,24,23,283,112,199,95,84,56,13,24,13,24,0,24,7361,197
16069,"Nez Perce County, Idaho",40438,179,20115,192,4423,318,280,94,174,75,106,60,157,95,157,95,0,27,1091,193,1037,199,54,,41,1061,206,924,183,137,119,1129,153,1046,,174,83,71,679,160,669,157,10,12,26,35,26,35,0,27,15692,281,20323,163,4647,294,309,97,191,92,118,62,121,68,68,45,53,54,985,194,874,203,111,71,936,178,845,174,91,56,1033,161,940,159,93,47,1133,207,1091,217,42,41,130,61,96,51,34,39,15676,320
16071,"Oneida County, Idaho",4385,39,2201,47,541,66,39,36,39,36,0,13,39,41,39,41,0,13,67,42,45,29,22,,29,226,65,226,65,0,13,110,38,110,,38,0,13,60,39,60,39,0,13,0,13,0,13,0,13,1660,85,2184,48,596,72,25,20,14,15,11,12,17,18,17,18,0,13,150,47,148,48,2,4,128,59,88,47,40,49,166,52,163,51,3,6,65,44,41,31,24,24,45,33,45,33,0,13,1588,69
16073,"Owyhee County, Idaho",11389,79,5927,91,1370,137,18,19,18,19,0,20,117,69,117,69,0,20,361,103,338,101,23,,36,417,107,397,107,20,21,404,100,395,,100,9,12,27,22,22,23,5,8,26,29,26,29,0,20,4557,120,5462,69,1351,142,40,41,12,31,28,22,96,53,51,41,45,36,219,65,209,64,10,17,359,84,277,86,82,68,405,96,365,105,40,62,198,82,149,77,49,49,34,20,22,16,12,13,4111,119
16075,"Payette County, Idaho",23986,138,12084,127,3134,191,228,93,150,76,78,55,207,112,207,112,0,24,720,193,670,192,50,,38,770,142,748,140,22,21,883,158,839,,155,44,44,284,126,211,111,73,60,42,43,32,41,10,12,8950,220,11902,144,2895,191,106,88,34,39,72,74,305,136,256,132,49,45,640,137,548,129,92,74,707,164,656,166,51,51,631,112,595,114,36,51,406,148,333,132,73,79,100,69,100,69,0,24,9007,195
16077,"Power County, Idaho",7468,74,3863,116,1028,117,17,26,17,26,0,18,19,35,19,35,0,18,343,94,343,94,0,,18,334,101,334,101,0,18,285,102,275,,101,10,13,23,26,23,26,0,18,7,7,4,4,3,5,2835,126,3605,134,1057,138,97,79,97,79,0,18,10,13,8,13,2,3,368,105,362,105,6,8,240,77,229,82,11,19,166,93,160,93,6,12,171,95,165,95,6,9,5,6,0,18,5,6,2548,153
16079,"Shoshone County, Idaho",12648,76,6271,81,926,91,70,47,69,48,1,4,31,25,26,23,5,8,250,82,249,82,1,,4,268,71,255,71,13,11,234,32,231,,32,3,4,38,22,29,21,9,7,35,24,35,24,0,20,5345,103,6377,91,1134,114,63,41,52,39,11,14,74,53,70,54,4,6,203,63,192,59,11,21,304,84,293,88,11,12,263,52,257,54,6,9,182,82,138,75,44,40,45,29,36,26,9,9,5243,139
16081,"Teton County, Idaho",11115,61,5819,123,1282,172,129,68,34,34,95,62,158,131,158,131,0,20,247,104,139,68,108,,75,270,138,248,139,22,30,246,86,236,,83,10,12,160,98,148,99,12,20,72,87,0,20,72,87,4537,192,5296,121,1129,174,97,82,0,20,97,82,136,65,105,62,31,32,258,126,242,129,16,24,182,77,160,71,22,26,270,106,260,119,10,25,144,116,138,116,6,11,42,54,42,54,0,20,4167,185
16083,"Twin Falls County, Idaho",85554,280,42272,289,11658,535,490,137,304,119,186,92,880,212,755,195,125,72,2483,320,2115,316,368,,138,3089,373,2677,391,412,161,2676,259,2424,,257,252,142,1775,404,1459,355,316,168,265,131,148,90,117,93,30614,548,43282,288,11573,434,757,248,350,172,407,174,311,125,268,122,43,35,3067,314,2743,329,324,149,2877,342,2689,343,188,84,2434,271,2191,260,243,109,1837,326,1503,308,334,181,290,136,220,113,70,74,31709,469
16085,"Valley County, Idaho",11177,66,5572,173,830,131,14,14,5,8,9,11,64,59,56,58,8,14,172,77,150,72,22,,23,140,102,140,102,0,20,250,116,249,,116,1,2,141,83,125,79,16,22,49,58,49,58,0,20,4742,181,5605,192,1049,190,138,71,0,20,138,71,11,19,0,20,11,19,233,124,217,126,16,29,295,139,295,139,0,20,314,167,292,167,22,37,57,45,32,37,25,36,1,3,1,3,0,20,4556,210
16087,"Washington County, Idaho",10175,57,5027,94,1094,103,61,44,61,44,0,20,124,57,119,58,5,7,304,81,271,71,33,,32,244,74,226,74,18,21,244,46,237,,45,7,10,86,65,61,51,25,40,31,32,16,28,15,17,3933,124,5148,87,1106,102,68,48,68,48,0,20,61,44,61,44,0,20,291,71,278,74,13,16,261,74,254,73,7,7,301,66,282,58,19,26,99,66,35,43,64,45,25,29,10,10,15,26,4042,124
